clade	species	length	orf_valid	gc_content	gc_stretch_count	codon_CCA	codon_GAT	codon_GCG	codon_TTT	codon_ACT	codon_ACC	codon_TGC	codon_CAC	codon_ATC	codon_TGG	codon_CCC	codon_CAT	codon_CCT	codon_TCG	codon_GTG	codon_GGC	codon_AGG	codon_GGA	codon_GGG	codon_GCC	codon_CAG	codon_GCT	codon_AAC	codon_CCG	codon_TGT	codon_TAC	codon_CTC	codon_CGG	codon_CTG	codon_ACG	codon_AGC	codon_CGC	codon_CGT	codon_GAC	codon_GAG	codon_ATG	codon_CTA	codon_AAT	codon_TCC	codon_AAG	codon_GCA	codon_TTG	codon_CGA	codon_CAA	codon_TCA	codon_TTC	codon_GGT	codon_AGT	codon_CTT	codon_TCT	codon_GAA	codon_ACA	codon_TAT	codon_GTT	codon_AAA	codon_GTA	codon_ATT	codon_GTC	codon_AGA	codon_TAG	codon_ATA	codon_TGA	codon_TAA	codon_TTA
NC_072416.2	-3::NC_072416.2:87475941-87482826	6885	False	0.5692	2	15.0	34.0	17.0	122.0	24.0	10.0	20.0	41.0	36.0	31.0	40.0	17.0	54.0	11.0	41.0	92.0	47.0	75.0	78.0	43.0	79.0	58.0	14.0	21.0	20.0	3.0	172.0	39.0	61.0	3.0	39.0	33.0	25.0	27.0	37.0	15.0		8.0	14.0	14.0	19.0	6.0	23.0	14.0		79.0	27.0	12.0	163.0	28.0	42.0	8.0	6.0	27.0	20.0	33.0	13.0	153.0	44.0	8.0	8.0	25.0	7.0	
NC_072416.2	-1::NC_072416.2:94521950-94527362	5412	False	0.5006	1																	900.0		2.0																												1.0							900.0						1.0				
NC_072416.2	1::NC_072416.2:94521951-94527363	5412	False	0.5004	1																	1.0		901.0																												1.0							1.0										900.0
NC_072416.2	-2::NC_072416.2:94521958-94527571	5613	False	0.5003	1																	35.0		1.0																												900.0							35.0						900.0				
NC_072416.2	3::NC_072416.2:94521959-94527572	5613	False	0.5001	0																	900.0		35.0																												1.0							900.0										35.0
NC_072422.2	-3::NC_072422.2:1288-6709	5421	False	0.5217	0						1.0		43.0			138.0		765.0										651.0											71.0																												3.0	135.0	
NC_072422.2	3::NC_072422.2:1289-6854	5565	False	0.5256	0						765.0		13.0			1.0		162.0										135.0				44.0		71.0					13.0			651.0																											
NC_072422.2	3::NC_072422.2:33985409-33994241	8832	False	0.5575	0	9.0	2.0	1.0	9.0	5.0	1.0	161.0	2.0	121.0	172.0	11.0	7.0	293.0	3.0	5.0	2.0	2.0	4.0	171.0	151.0	2.0	12.0			47.0	4.0	13.0	2.0	336.0	1.0	3.0	2.0	1.0	2.0		3.0	199.0		137.0	1.0		11.0				118.0	170.0	1.0	27.0	263.0	1.0	2.0	126.0	8.0	3.0	1.0	94.0	212.0	1.0		1.0			8.0
NC_072422.2	1::NC_072422.2:33985464-33994323	8859	False	0.5583	0	8.0	4.0	1.0	13.0	5.0	1.0	109.0	1.0	78.0	175.0	8.0	11.0	285.0	2.0	8.0	1.0		2.0	210.0	153.0	1.0	10.0			70.0	7.0	8.0	3.0	334.0	1.0	1.0		2.0	1.0	2.0	1.0	205.0	1.0	217.0	2.0	4.0	7.0		1.0	3.0	113.0	136.0		27.0	245.0		1.0	199.0	8.0	1.0	1.0	52.0	206.0	1.0		2.0			5.0
NC_072422.2	2::NC_072422.2:33988072-33994087	6015	False	0.5596	0	3.0			4.0	5.0		99.0	1.0	73.0	97.0	6.0	7.0	228.0	1.0	2.0			1.0	151.0	80.0		8.0			49.0	5.0	5.0	2.0	247.0							1.0	103.0		141.0			6.0			1.0	59.0	106.0		26.0	147.0			139.0	11.0			49.0	139.0						3.0
NC_072422.2	-2::NC_072422.2:35287088-35295107	8019	False	0.5604	1	3.0			46.0	2.0	1.0	3.0	6.0	1.0		366.0	3.0	502.0	20.0	2.0	2.0	1.0	2.0	1.0	3.0	3.0	2.0	1.0		6.0	3.0	61.0		1.0	2.0	1.0	1.0	12.0	1.0	4.0	2.0		4.0	515.0	2.0		3.0	1.0			504.0			488.0	51.0	1.0	1.0	3.0	15.0	2.0		11.0	1.0		2.0	2.0	2.0	1.0	
NC_072422.2	3::NC_072422.2:35287361-35295359	7998	False	0.5594	0	5.0	1.0		49.0	2.0	1.0	3.0	3.0	1.0	3.0	366.0	2.0	502.0	20.0	1.0				1.0		2.0		2.0		5.0	2.0	61.0		2.0	1.0	1.0		13.0	1.0	1.0	5.0		2.0	516.0	3.0	1.0				1.0	502.0	1.0		494.0	55.0	2.0	2.0	3.0	15.0	4.0	1.0	4.0		2.0		1.0			1.0
NC_072422.2	1::NC_072422.2:35287365-35295195	7830	False	0.5625	0	1.0			46.0		3.0		1.0	3.0		353.0	2.0	525.0	11.0					1.0	2.0	1.0	1.0		1.0			60.0		1.0		1.0		20.0			1.0	1.0		501.0					1.0	3.0	510.0		1.0	495.0	48.0				13.0	1.0	1.0		1.0						
NC_072422.2	2::NC_072422.2:35287375-35295262	7887	False	0.5617	0	4.0	2.0		44.0	3.0			2.0	1.0		355.0	3.0	501.0	10.0				1.0		1.0			1.0	2.0	3.0		83.0		5.0		1.0		12.0		1.0		2.0	1.0	515.0	1.0		3.0		1.0		507.0		1.0	485.0	50.0	2.0	1.0	1.0	20.0	2.0						1.0			1.0
NC_072406.2	-3::NC_072406.2:20302644-20308989	6345	False	0.6205	1	2.0	2.0			4.0	1.0		1.0	1.0	2.0	1.0	1.0			4.0	2.0	481.0	482.0	256.0	3.0	4.0	1.0	16.0		1.0	1.0	3.0		1.0	7.0	5.0			3.0	289.0	2.0		2.0		219.0	4.0	3.0	13.0	7.0			11.0	6.0	1.0	2.0	215.0	4.0	3.0	2.0	8.0	8.0	1.0		17.0	5.0	2.0	6.0		
NC_072406.2	-2::NC_072406.2:20302816-20308948	6132	False	0.6257	1	1.0	3.0	1.0					1.0	1.0	1.0			1.0		1.0		477.0	471.0	263.0		1.0		10.0				1.0		1.0	15.0	2.0			1.0	285.0	1.0		2.0	1.0	207.0	3.0	1.0	7.0	2.0		1.0	2.0	1.0			222.0	1.0		1.0	5.0	11.0			28.0	8.0		3.0		
NC_072406.2	-1::NC_072406.2:20302877-20308955	6078	False	0.6262	1		1.0	1.0														470.0	459.0	273.0		1.0		7.0							10.0	2.0		1.0		274.0	5.0		1.0		216.0	1.0		15.0	3.0			8.0	1.0		1.0	231.0				5.0	1.0			25.0	10.0		1.0	3.0	
NC_072406.2	3::NC_072406.2:27884915-27890621	5706	False	0.7313	2	1.0	4.0	135.0	3.0	3.0		2.0		2.0	4.0	142.0		75.0	71.0	2.0	68.0	134.0	3.0	270.0	69.0	1.0	129.0		2.0	1.0	1.0	67.0	68.0			1.0	69.0	1.0		3.0	70.0	68.0		2.0		134.0	1.0	2.0	1.0	1.0	2.0	3.0	1.0		67.0		1.0	3.0		1.0		2.0	70.0	71.0		3.0			68.0
NC_072406.2	-2::NC_072406.2:27884920-27890698	5778	False	0.73	2		70.0	69.0	67.0		3.0	68.0	1.0	70.0	75.0	145.0	5.0	68.0	69.0	4.0	266.0	67.0	1.0	208.0	69.0	70.0	67.0	1.0	5.0	1.0	3.0	69.0		2.0		3.0	132.0	1.0		3.0	1.0		1.0	5.0	135.0						2.0	3.0	69.0	5.0	1.0		2.0	4.0	2.0		1.0		1.0	4.0		3.0	4.0	1.0	
NC_072406.2	2::NC_072406.2:27884935-27890413	5478	False	0.7388	2		68.0	68.0	67.0		2.0	67.0		68.0	67.0	141.0	1.0	67.0	68.0	1.0	266.0	67.0	1.0	200.0	68.0	69.0	67.0			1.0		67.0				3.0	127.0	1.0		1.0					134.0								67.0				1.0							1.0					
NC_072406.2	-3::NC_072406.2:27884946-27890388	5442	False	0.74	2	67.0							1.0		66.0	7.0	67.0		1.0		67.0		1.0	399.0	67.0		67.0		127.0	1.0		67.0		134.0			135.0		1.0	70.0				134.0				67.0	67.0					67.0											67.0			67.0	
NC_072406.2	-2::NC_072406.2:31713934-31719208	5274	False	0.4018	0		13.0	4.0		5.0		16.0	1.0	4.0	206.0		5.0		1.0	18.0	4.0	26.0	214.0	23.0		14.0	1.0	6.0		11.0			5.0	2.0	8.0	4.0			4.0	73.0	224.0		238.0		27.0	25.0	8.0	2.0	12.0			11.0	24.0	1.0		258.0	11.0	10.0	3.0	33.0	12.0	17.0		91.0	18.0	29.0	26.0	10.0	
NC_072406.2	-3::NC_072406.2:31715256-31720992	5736	False	0.4008	1		19.0	4.0		2.0		23.0			227.0	1.0	9.0		1.0	23.0	3.0	20.0	234.0	18.0		13.0	2.0	17.0		6.0	4.0		6.0	1.0	6.0	3.0		2.0	8.0	75.0	247.0		246.0		31.0	18.0	11.0	7.0	10.0			12.0	23.0		1.0	287.0	9.0	12.0	1.0	41.0	11.0	10.0		102.0	26.0	32.0	37.0	11.0	
NC_072406.2	2::NC_072406.2:31723840-31729627	5787	False	0.4012	0	239.0			41.0	20.0	9.0	18.0	22.0	13.0		18.0	249.0	17.0	1.0						2.0	3.0	7.0	3.0	3.0	7.0	19.0	83.0		12.0		3.0	3.0	6.0			7.0	30.0	18.0	257.0	1.0	20.0	7.0	2.0	14.0	34.0	282.0	1.0	3.0	28.0	103.0		9.0	32.0	4.0		1.0	258.0	5.0			10.0			5.0
NC_072406.2	-3::NC_072406.2:72337248-72345126	7878	False	0.437	2	9.0	18.0	8.0	160.0	66.0	22.0	60.0	47.0	96.0	79.0	29.0	48.0	21.0	5.0	20.0	44.0	64.0	60.0	42.0	28.0	29.0	35.0	57.0	10.0	75.0	36.0	98.0	7.0	69.0	4.0	33.0	5.0	14.0	22.0	22.0	35.0		54.0	33.0	22.0	4.0	49.0	12.0	30.0		152.0	59.0	66.0	87.0	47.0	16.0	15.0	33.0	32.0	57.0	13.0	40.0	55.0	108.0	20.0	30.0	84.0	31.0	
NC_072406.2	2::NC_072406.2:134193316-134198692	5376	False	0.5874	2	97.0	40.0	9.0	15.0	30.0	22.0	21.0	16.0	14.0	9.0	54.0	23.0	55.0	8.0	42.0	35.0	33.0	60.0	56.0	66.0	76.0	70.0	9.0	14.0	14.0	4.0	21.0	6.0	46.0	7.0	41.0		2.0	50.0	110.0	24.0	6.0	11.0	38.0	44.0	70.0	31.0	5.0	26.0	29.0	16.0	43.0	23.0	22.0	36.0	68.0	26.0	3.0	16.0	22.0	6.0	10.0	13.0	21.0		3.0			5.0
NC_072406.2	-2::NC_072406.2:140260003-140266960	6957	False	0.4887	2	5.0	26.0	3.0	162.0	22.0	28.0	92.0	37.0	38.0	119.0	16.0	35.0	47.0	7.0	28.0	44.0	37.0	20.0	40.0	49.0	54.0	47.0	9.0	15.0	99.0	41.0	92.0	6.0	68.0	8.0	29.0	6.0	29.0	11.0	48.0	6.0		12.0	35.0	3.0	22.0	43.0	1.0	15.0		120.0	37.0	85.0	114.0	52.0	33.0	5.0	20.0	24.0	26.0	3.0	20.0	86.0	28.0	34.0	3.0	54.0	21.0	
NC_072406.2	3::NC_072406.2:144039950-144045527	5577	False	0.5205	0	169.0	2.0		161.0	9.0	226.0	13.0	335.0	9.0		76.0	41.0	83.0	1.0	1.0		2.0			3.0	5.0	1.0	9.0	15.0	1.0	32.0	8.0		11.0	1.0	2.0	28.0	3.0	1.0		2.0	9.0	4.0	95.0	3.0	43.0	1.0	2.0	10.0	3.0	48.0			99.0	11.0	1.0	231.0	10.0	1.0	8.0	10.0	1.0		1.0		17.0			1.0
NC_072406.2	2::NC_072406.2:144042439-144047599	5160	False	0.5271	0	100.0	1.0		76.0	7.0	158.0	19.0	354.0	7.0		39.0	22.0	111.0							3.0	3.0	1.0	9.0	27.0		48.0	4.0		15.0		2.0	26.0	5.0	3.0			14.0		116.0		25.0	2.0		9.0	8.0	94.0	1.0		118.0	8.0	2.0	249.0	3.0		5.0	3.0					23.0			
NC_072406.2	2::NC_072406.2:144049189-144055633	6444	False	0.5379	0	195.0	1.0		157.0	7.0	196.0	3.0	439.0	7.0		99.0	36.0	155.0							4.0	9.0	6.0	8.0	33.0		27.0	7.0		23.0	3.0	6.0	25.0	6.0	1.0			22.0	1.0	66.0		68.0		5.0	5.0	10.0	134.0			71.0	7.0		261.0	4.0		7.0	7.0	1.0	1.0	2.0		23.0			
NC_072406.2	2::NC_072406.2:144570571-144576193	5622	False	0.5418	1	130.0		1.0	1.0	86.0	135.0	3.0	285.0	44.0	2.0	136.0	34.0	35.0	1.0	1.0	1.0	2.0	2.0	3.0	42.0	4.0	18.0	3.0	3.0	2.0	140.0	54.0		6.0	64.0	1.0	43.0	1.0	2.0	4.0	1.0	33.0		47.0	2.0	7.0	1.0		4.0	6.0	2.0		3.0	116.0	55.0	3.0	212.0	2.0		3.0	1.0	1.0	1.0	1.0		4.0			80.0
NC_072406.2	3::NC_072406.2:144570767-144576155	5388	False	0.5421	1	177.0				73.0	113.0	1.0	298.0	33.0	1.0	125.0	48.0	46.0		1.0	1.0		1.0		31.0	3.0	11.0	1.0	3.0	1.0	111.0	38.0		2.0	58.0	1.0	63.0	1.0	1.0			49.0		43.0		1.0		2.0		11.0			1.0	99.0	43.0		181.0	4.0		1.0			1.0	1.0		1.0			115.0
NC_072406.2	1::NC_072406.2:144570807-144576141	5334	False	0.5431	1	163.0	1.0		1.0	103.0	117.0	1.0	323.0	49.0	1.0	104.0	42.0	43.0						1.0	43.0	1.0	21.0		2.0		157.0	50.0		1.0	41.0	2.0	60.0		2.0	1.0		43.0		34.0		2.0		1.0		5.0				78.0	33.0		147.0	5.0		1.0				1.0		1.0			97.0
NC_072406.2	1::NC_072406.2:144778239-144785325	7086	False	0.5627	1	81.0	3.0	2.0	16.0	90.0	65.0	1.0	75.0	1.0	2.0	55.0	29.0	18.0		148.0	1.0	36.0	73.0	113.0		158.0	1.0	1.0	35.0	151.0	74.0	130.0	35.0	4.0	76.0	73.0	1.0	74.0	75.0		1.0	1.0	1.0	99.0	1.0	73.0			2.0	113.0	75.0	1.0	40.0	10.0	3.0	1.0	1.0		133.0	2.0	2.0	29.0	1.0	1.0					75.0
NC_072406.2	2::NC_072406.2:144778321-144785329	7008	False	0.5644	1	78.0			30.0	98.0	51.0		78.0	1.0	1.0	65.0	16.0	37.0	1.0	149.0	4.0	38.0	74.0	108.0	1.0	171.0			38.0	149.0	75.0	101.0	34.0	1.0	74.0	75.0	1.0	76.0	74.0		3.0		1.0	98.0	1.0	75.0	2.0	1.0	1.0	105.0	78.0		45.0	8.0			1.0		113.0	2.0		28.0							75.0
NC_072406.2	3::NC_072406.2:144778403-144785255	6852	False	0.5651	1	95.0			28.0	102.0	49.0		78.0		1.0	46.0	29.0	33.0	1.0	147.0		39.0	74.0	107.0	3.0	147.0		1.0	35.0	148.0	73.0	132.0	38.0		73.0	74.0		74.0	71.0		2.0			82.0		73.0			1.0	91.0	74.0		57.0	1.0		1.0			117.0			13.0	1.0						73.0
NC_072414.2	2::NC_072414.2:32590012-32595133	5121	False	0.3622	1	28.0	75.0	1.0	41.0	56.0	27.0	5.0	15.0	14.0	7.0	10.0	32.0	35.0	1.0	12.0	7.0	11.0	32.0	10.0	19.0	35.0	30.0	31.0	3.0	37.0	6.0	9.0	2.0	18.0	4.0	16.0		3.0	37.0	44.0	40.0	19.0	105.0	16.0	40.0	21.0	30.0	3.0	46.0	36.0	14.0	16.0	50.0	18.0	47.0	92.0	48.0	25.0	29.0	95.0	29.0	55.0	17.0	26.0		45.0			32.0
NC_072414.2	2::NC_072414.2:34658704-34668958	10254	False	0.5141	2	106.0	92.0	8.0	45.0	79.0	58.0	37.0	65.0	28.0	32.0	74.0	51.0	108.0	5.0	56.0	59.0	103.0	49.0	55.0	74.0	151.0	84.0	45.0	12.0	41.0	18.0	52.0	3.0	81.0	8.0	95.0	3.0	11.0	76.0	145.0	47.0	24.0	62.0	73.0	76.0	69.0	54.0	10.0	69.0	73.0	39.0	42.0	79.0	46.0	112.0	133.0	66.0	21.0	44.0	67.0	35.0	23.0	34.0	57.0		15.0			39.0
NC_072414.2	2::NC_072414.2:35499028-35507797	8769	False	0.5562	2	117.0	72.0	6.0	22.0	47.0	48.0	15.0	34.0	41.0	31.0	95.0	21.0	105.0	5.0	62.0	61.0	35.0	49.0	64.0	94.0	83.0	80.0	21.0	11.0	13.0	23.0	47.0	29.0	80.0	9.0	67.0	19.0	18.0	94.0	218.0	32.0	35.0	22.0	61.0	140.0	52.0	25.0	11.0	30.0	58.0	35.0	23.0	35.0	41.0	58.0	129.0	61.0	20.0	16.0	77.0	20.0	17.0	37.0	25.0		9.0			18.0
NC_072414.2	-3::NC_072414.2:85040979-85047216	6237	False	0.5188	2	7.0	28.0	33.0	1.0	3.0	3.0	1.0	1.0	1.0	46.0	3.0	3.0	2.0	1.0	396.0	32.0	74.0	47.0	41.0	4.0	11.0	2.0	5.0	2.0	349.0	1.0	1.0	1.0	8.0		44.0			2.0	261.0	35.0		32.0	2.0	38.0	45.0	6.0	24.0	39.0		2.0	32.0	12.0	2.0	4.0	40.0	2.0		1.0	32.0	2.0	2.0	3.0	230.0	23.0	19.0	36.0	2.0	
NC_072414.2	-2::NC_072414.2:85041490-85047343	5853	False	0.5153	1	3.0	26.0	39.0	2.0		3.0	2.0		1.0	44.0	3.0	2.0	3.0		378.0	37.0	71.0	36.0	33.0	1.0	4.0	1.0	4.0		344.0				6.0		26.0		1.0		259.0	35.0		34.0		25.0	28.0	2.0	33.0	41.0			36.0	6.0		1.0	29.0	3.0	2.0	3.0	38.0	1.0		2.0	217.0	20.0	21.0	45.0		
NC_072414.2	-1::NC_072414.2:85041494-85047212	5718	False	0.5145	1		22.0	24.0	2.0			5.0		1.0	29.0			1.0		382.0	39.0	55.0	33.0	33.0	2.0	4.0	1.0	2.0		352.0		1.0		1.0		33.0	1.0		4.0	271.0	35.0		29.0		37.0	34.0	1.0	38.0	28.0			40.0	3.0		1.0	31.0	2.0	1.0	1.0	39.0		1.0	1.0	213.0	21.0	23.0	29.0		
NC_072414.2	1::NC_072414.2:93184455-93190278	5823	False	0.5935	1	105.0	1.0			3.0	141.0		264.0	125.0	1.0	245.0	128.0	74.0	20.0						11.0	74.0	48.0	6.0	2.0		1.0	125.0			2.0	57.0	1.0	21.0		10.0	1.0			17.0		1.0	1.0		10.0	249.0		1.0	19.0	1.0	3.0		122.0						39.0	9.0		2.0			1.0
NC_072414.2	2::NC_072414.2:93184690-93190180	5490	False	0.594	1	99.0				5.0	138.0		254.0	117.0		220.0	124.0	71.0	19.0			1.0			11.0	72.0	44.0	8.0	1.0		1.0	121.0				59.0	2.0	20.0		8.0	1.0			19.0					4.0	233.0		1.0	11.0		3.0		112.0						39.0	10.0		2.0			
